gene_symbol	original_cell_type	method	cell_type
BAG3	CD4+ Tcm	xcell	NA
SGSM2	CD4+ Tcm	xcell	NA
HUWE1	CD4+ Tcm	xcell	NA
RBM5	CD4+ Tcm	xcell	NA
NXF1	CD4+ Tcm	xcell	NA
SORCS3	CD4+ Tcm	xcell	NA
MYO16	CD4+ Tcm	xcell	NA
EDC4	CD4+ Tcm	xcell	NA
MTO1	CD4+ Tcm	xcell	NA
ZNF638	CD4+ Tcm	xcell	NA
CNIH4	CD4+ Tcm	xcell	NA
ICOS	CD4+ Tcm	xcell	NA
FAM193B	CD4+ Tcm	xcell	NA
FBXL8	CD4+ Tcm	xcell	NA
EXOC1	CD4+ Tcm	xcell	NA
KDM3A	CD4+ Tcm	xcell	NA
USP36	CD4+ Tcm	xcell	NA
CORO7	CD4+ Tcm	xcell	NA
ANKRD55	CD4+ Tcm	xcell	NA
CBLL1	CD4+ Tcm	xcell	NA
CD2	CD4+ Tcm	xcell	NA
CCR7	CD4+ Tcm	xcell	NA
TPR	CD4+ Tcm	xcell	NA
TRADD	CD4+ Tcm	xcell	NA
MSL3	CD4+ Tcm	xcell	NA
AAK1	CD4+ Tcm	xcell	NA
ARHGAP15	CD4+ Tcm	xcell	NA
YLPM1	CD4+ Tcm	xcell	NA
WDR59	CD4+ Tcm	xcell	NA
TRAF3IP3	CD4+ Tcm	xcell	NA
SEPT10	CD4+ Tcm	xcell	NA
LY9	CD4+ Tcm	xcell	NA
NAP1L4	CD4+ Tcm	xcell	NA
NPAT	CD4+ Tcm	xcell	NA
PLCL1	CD4+ Tcm	xcell	NA
SLAMF1	CD4+ Tcm	xcell	NA
ZNF200	CD4+ Tcm	xcell	NA
EIF2B5	CD4+ Tcm	xcell	NA
USP10	CD4+ Tcm	xcell	NA
ITGB1BP1	CD4+ Tcm	xcell	NA
ACAP1	CD4+ Tcm	xcell	NA
NME6	CD4+ Tcm	xcell	NA
USP39	CD4+ Tcm	xcell	NA
FASTK	CD4+ Tcm	xcell	NA
DIDO1	CD4+ Tcm	xcell	NA
WDR6	CD4+ Tcm	xcell	NA
CA5B	CD4+ Tcm	xcell	NA
TCF25	CD4+ Tcm	xcell	NA
MCF2L2	CD4+ Tcm	xcell	NA
GGA3	CD4+ Tcm	xcell	NA
SMG5	CD4+ Tcm	xcell	NA
KBTBD2	CD4+ Tcm	xcell	NA
IPCEF1	CD4+ Tcm	xcell	NA
UBQLN2	CD4+ Tcm	xcell	NA
COL5A3	CD4+ Tcm	xcell	NA
ANAPC5	CD4+ Tcm	xcell	NA
UBASH3A	CD4+ Tcm	xcell	NA
PIGG	CD4+ Tcm	xcell	NA
OLAH	CD4+ Tcm	xcell	NA
PCDHGA9	CD4+ Tcm	xcell	NA
INPP5E	CD4+ Tcm	xcell	NA
DDX24	CD4+ Tcm	xcell	NA
NUP85	CD4+ Tcm	xcell	NA
CAMSAP1	CD4+ Tcm	xcell	NA
BMPR1A	CD4+ Tcm	xcell	NA
CD4	CD4+ Tcm	xcell	NA
CD5	CD4+ Tcm	xcell	NA
CD6	CD4+ Tcm	xcell	NA
CD28	CD4+ Tcm	xcell	NA
TNFSF8	CD4+ Tcm	xcell	NA
CD48	CD4+ Tcm	xcell	NA
DAB1	CD4+ Tcm	xcell	NA
SARDH	CD4+ Tcm	xcell	NA
DVL1	CD4+ Tcm	xcell	NA
ERN1	CD4+ Tcm	xcell	NA
GP5	CD4+ Tcm	xcell	NA
GPR15	CD4+ Tcm	xcell	NA
IDUA	CD4+ Tcm	xcell	NA
ITK	CD4+ Tcm	xcell	NA
KRT1	CD4+ Tcm	xcell	NA
POU6F1	CD4+ Tcm	xcell	NA
PSD	CD4+ Tcm	xcell	NA
RPL38	CD4+ Tcm	xcell	NA
SCNN1D	CD4+ Tcm	xcell	NA
TCF20	CD4+ Tcm	xcell	NA
TPO	CD4+ Tcm	xcell	NA
TNFRSF4	CD4+ Tcm	xcell	NA
XPC	CD4+ Tcm	xcell	NA
NCK2	CD4+ Tcm	xcell	NA
CDC14A	CD4+ Tcm	xcell	NA
SNPH	CD4+ Tcm	xcell	NA
DLEC1	CD4+ Tcm	xcell	NA
SPEG	CD4+ Tcm	xcell	NA
HNRNPUL1	CD4+ Tcm	xcell	NA
MORC2	CD4+ Tcm	xcell	NA
NCDN	CD4+ Tcm	xcell	NA
RRS1	CD4+ Tcm	xcell	NA
GMEB2	CD4+ Tcm	xcell	NA
PNMA3	CD4+ Tcm	xcell	NA
GLTSCR2	CD4+ Tcm	xcell	NA
TRAT1	CD4+ Tcm	xcell	NA
FXYD7	CD4+ Tcm	xcell	NA
KBTBD4	CD4+ Tcm	xcell	NA
ZC3HAV1	CD4+ Tcm	xcell	NA
SLC4A5	CD4+ Tcm	xcell	NA
DNAI2	CD4+ Tcm	xcell	NA
TRIM46	CD4+ Tcm	xcell	NA
OBSCN	CD4+ Tcm	xcell	NA
ARID5B	CD4+ Tcm	xcell	NA
TRMT61A	CD4+ Tcm	xcell	NA
ZXDB	CD4+ Tcm	xcell	NA
TMEM30B	CD4+ Tcm	xcell	NA
CCR4	CD4+ Tcm	xcell	NA
CRY2	CD4+ Tcm	xcell	NA
DNAJB1	CD4+ Tcm	xcell	NA
LTA	CD4+ Tcm	xcell	NA
PURA	CD4+ Tcm	xcell	NA
RPS16	CD4+ Tcm	xcell	NA
RPS21	CD4+ Tcm	xcell	NA
STK11	CD4+ Tcm	xcell	NA
TFAP4	CD4+ Tcm	xcell	NA
ZRSR2	CD4+ Tcm	xcell	NA
JOSD1	CD4+ Tcm	xcell	NA
IKZF1	CD4+ Tcm	xcell	NA
SEPT9	CD4+ Tcm	xcell	NA
TAB2	CD4+ Tcm	xcell	NA
SNTG2	CD4+ Tcm	xcell	NA
TOMM7	CD4+ Tcm	xcell	NA
SIRPG	CD4+ Tcm	xcell	NA
CDKN2AIP	CD4+ Tcm	xcell	NA
THAP11	CD4+ Tcm	xcell	NA
NDRG3	CD4+ Tcm	xcell	NA
CCR8	CD4+ Tcm	xcell	NA
APBB1	CD4+ Tcm	xcell	NA
CCR6	CD4+ Tcm	xcell	NA
GPR25	CD4+ Tcm	xcell	NA
IL2RA	CD4+ Tcm	xcell	NA
KALRN	CD4+ Tcm	xcell	NA
SOCS3	CD4+ Tcm	xcell	NA
ZFYVE9	CD4+ Tcm	xcell	NA
PLCH2	CD4+ Tcm	xcell	NA
PLXDC1	CD4+ Tcm	xcell	NA
RPN2	CD4+ Tem	xcell	NA
SLAMF1	CD4+ Tem	xcell	NA
SPTAN1	CD4+ Tem	xcell	NA
TRADD	CD4+ Tem	xcell	NA
MYO16	CD4+ Tem	xcell	NA
MCF2L2	CD4+ Tem	xcell	NA
ESYT1	CD4+ Tem	xcell	NA
TRAPPC2L	CD4+ Tem	xcell	NA
ARHGAP15	CD4+ Tem	xcell	NA
RIC8A	CD4+ Tem	xcell	NA
TNFSF8	CD4+ Tem	xcell	NA
GPR25	CD4+ Tem	xcell	NA
SELPLG	CD4+ Tem	xcell	NA
SMARCC2	CD4+ Tem	xcell	NA
LZTR1	CD4+ Tem	xcell	NA
CCR9	CD4+ Tem	xcell	NA
SIT1	CD4+ Tem	xcell	NA
FBXL8	CD4+ Tem	xcell	NA
RNPEPL1	CD4+ Tem	xcell	NA
CD2	CD4+ Tem	xcell	NA
CTLA4	CD4+ Tem	xcell	NA
DNAJB1	CD4+ Tem	xcell	NA
RGS1	CD4+ Tem	xcell	NA
CLIP1	CD4+ Tem	xcell	NA
DYNLT1	CD4+ Tem	xcell	NA
COLQ	CD4+ Tem	xcell	NA
CDC14A	CD4+ Tem	xcell	NA
RANBP9	CD4+ Tem	xcell	NA
ICOS	CD4+ Tem	xcell	NA
TRAT1	CD4+ Tem	xcell	NA
SMAP1	CD4+ Tem	xcell	NA
SAMSN1	CD4+ Tem	xcell	NA
HAUS3	CD4+ Tem	xcell	NA
SEPT10	CD4+ Tem	xcell	NA
ARAF	CD4+ Tem	xcell	NA
CAPZB	CD4+ Tem	xcell	NA
CCNT1	CD4+ Tem	xcell	NA
CD3E	CD4+ Tem	xcell	NA
CD4	CD4+ Tem	xcell	NA
CD5	CD4+ Tem	xcell	NA
CD40LG	CD4+ Tem	xcell	NA
CD52	CD4+ Tem	xcell	NA
COPB1	CD4+ Tem	xcell	NA
DYNC1H1	CD4+ Tem	xcell	NA
E4F1	CD4+ Tem	xcell	NA
EMD	CD4+ Tem	xcell	NA
GOLGB1	CD4+ Tem	xcell	NA
GPI	CD4+ Tem	xcell	NA
CXCR3	CD4+ Tem	xcell	NA
GRM3	CD4+ Tem	xcell	NA
IDE	CD4+ Tem	xcell	NA
IK	CD4+ Tem	xcell	NA
IL10RA	CD4+ Tem	xcell	NA
ITIH4	CD4+ Tem	xcell	NA
ITK	CD4+ Tem	xcell	NA
MARK3	CD4+ Tem	xcell	NA
NDUFB2	CD4+ Tem	xcell	NA
NFKB1	CD4+ Tem	xcell	NA
NFRKB	CD4+ Tem	xcell	NA
PABPC3	CD4+ Tem	xcell	NA
PGK1	CD4+ Tem	xcell	NA
PLCL1	CD4+ Tem	xcell	NA
PSMD9	CD4+ Tem	xcell	NA
RABGGTA	CD4+ Tem	xcell	NA
RBL1	CD4+ Tem	xcell	NA
RRM1	CD4+ Tem	xcell	NA
S100A11	CD4+ Tem	xcell	NA
SOS1	CD4+ Tem	xcell	NA
SSR2	CD4+ Tem	xcell	NA
TAF10	CD4+ Tem	xcell	NA
TBCC	CD4+ Tem	xcell	NA
TCF20	CD4+ Tem	xcell	NA
TRAF1	CD4+ Tem	xcell	NA
TUFM	CD4+ Tem	xcell	NA
XPC	CD4+ Tem	xcell	NA
BRPF1	CD4+ Tem	xcell	NA
DGCR14	CD4+ Tem	xcell	NA
RBM10	CD4+ Tem	xcell	NA
MAPKAPK5	CD4+ Tem	xcell	NA
MKNK1	CD4+ Tem	xcell	NA
EIF3A	CD4+ Tem	xcell	NA
EIF3G	CD4+ Tem	xcell	NA
RIPK1	CD4+ Tem	xcell	NA
TAF1B	CD4+ Tem	xcell	NA
USP10	CD4+ Tem	xcell	NA
MTMR6	CD4+ Tem	xcell	NA
ZFYVE9	CD4+ Tem	xcell	NA
BAG3	CD4+ Tem	xcell	NA
APBA3	CD4+ Tem	xcell	NA
RNF7	CD4+ Tem	xcell	NA
SEC24C	CD4+ Tem	xcell	NA
N4BP1	CD4+ Tem	xcell	NA
MAML1	CD4+ Tem	xcell	NA
SLC35B1	CD4+ Tem	xcell	NA
BCAS2	CD4+ Tem	xcell	NA
SF3A1	CD4+ Tem	xcell	NA
SLC9A6	CD4+ Tem	xcell	NA
CGRRF1	CD4+ Tem	xcell	NA
DCTN6	CD4+ Tem	xcell	NA
GIPC1	CD4+ Tem	xcell	NA
SEPT9	CD4+ Tem	xcell	NA
JTB	CD4+ Tem	xcell	NA
COPS6	CD4+ Tem	xcell	NA
SF3B2	CD4+ Tem	xcell	NA
CDC37	CD4+ Tem	xcell	NA
MORC2	CD4+ Tem	xcell	NA
TCF25	CD4+ Tem	xcell	NA
CNOT1	CD4+ Tem	xcell	NA
JMJD6	CD4+ Tem	xcell	NA
RRS1	CD4+ Tem	xcell	NA
KIAA0368	CD4+ Tem	xcell	NA
CABIN1	CD4+ Tem	xcell	NA
COG4	CD4+ Tem	xcell	NA
AHCTF1	CD4+ Tem	xcell	NA
IBTK	CD4+ Tem	xcell	NA
GORASP2	CD4+ Tem	xcell	NA
GIT1	CD4+ Tem	xcell	NA
C19orf53	CD4+ Tem	xcell	NA
UBIAD1	CD4+ Tem	xcell	NA
COL5A3	CD4+ Tem	xcell	NA
GOLGA7	CD4+ Tem	xcell	NA
RWDD1	CD4+ Tem	xcell	NA
TRAPPC4	CD4+ Tem	xcell	NA
VPS54	CD4+ Tem	xcell	NA
SRRT	CD4+ Tem	xcell	NA
DDX56	CD4+ Tem	xcell	NA
STX17	CD4+ Tem	xcell	NA
THUMPD1	CD4+ Tem	xcell	NA
NECAP2	CD4+ Tem	xcell	NA
ZC3HAV1	CD4+ Tem	xcell	NA
USP36	CD4+ Tem	xcell	NA
ELAC2	CD4+ Tem	xcell	NA
GPSM3	CD4+ Tem	xcell	NA
NSD1	CD4+ Tem	xcell	NA
NOL6	CD4+ Tem	xcell	NA
PVRIG	CD4+ Tem	xcell	NA
TNIP2	CD4+ Tem	xcell	NA
FYCO1	CD4+ Tem	xcell	NA
CDC73	CD4+ Tem	xcell	NA
FBXO31	CD4+ Tem	xcell	NA
MUS81	CD4+ Tem	xcell	NA
ZNF394	CD4+ Tem	xcell	NA
SPSB3	CD4+ Tem	xcell	NA
SLC38A10	CD4+ Tem	xcell	NA
ASB6	CD4+ Tem	xcell	NA
AIRE	CD4+ Tem	xcell	NA
CD6	CD4+ Tem	xcell	NA
CD28	CD4+ Tem	xcell	NA
CD48	CD4+ Tem	xcell	NA
CCR4	CD4+ Tem	xcell	NA
CCR6	CD4+ Tem	xcell	NA
CCR8	CD4+ Tem	xcell	NA
ERN1	CD4+ Tem	xcell	NA
GPR15	CD4+ Tem	xcell	NA
GZMK	CD4+ Tem	xcell	NA
IL5RA	CD4+ Tem	xcell	NA
ITGB7	CD4+ Tem	xcell	NA
KLRB1	CD4+ Tem	xcell	NA
KRT1	CD4+ Tem	xcell	NA
LTA	CD4+ Tem	xcell	NA
LTK	CD4+ Tem	xcell	NA
OSM	CD4+ Tem	xcell	NA
PDCD1	CD4+ Tem	xcell	NA
RPL38	CD4+ Tem	xcell	NA
RPS21	CD4+ Tem	xcell	NA
TPO	CD4+ Tem	xcell	NA
TNFRSF4	CD4+ Tem	xcell	NA
TKTL1	CD4+ Tem	xcell	NA
HIST1H3A	CD4+ Tem	xcell	NA
NCK2	CD4+ Tem	xcell	NA
DLEC1	CD4+ Tem	xcell	NA
STUB1	CD4+ Tem	xcell	NA
HMGN4	CD4+ Tem	xcell	NA
NCDN	CD4+ Tem	xcell	NA
GALNT8	CD4+ Tem	xcell	NA
GPR171	CD4+ Tem	xcell	NA
GLTSCR2	CD4+ Tem	xcell	NA
UBASH3A	CD4+ Tem	xcell	NA
FXYD7	CD4+ Tem	xcell	NA
KBTBD4	CD4+ Tem	xcell	NA
DNAI2	CD4+ Tem	xcell	NA
CCR2	CD4+ Tem	xcell	NA
AMBN	CD8+ naive T-cells	xcell	NA
CD8A	CD8+ naive T-cells	xcell	NA
CD8B	CD8+ naive T-cells	xcell	NA
CCR8	CD8+ naive T-cells	xcell	NA
COX4I1	CD8+ naive T-cells	xcell	NA
EEF1D	CD8+ naive T-cells	xcell	NA
GPR15	CD8+ naive T-cells	xcell	NA
HTR1B	CD8+ naive T-cells	xcell	NA
SMCP	CD8+ naive T-cells	xcell	NA
MYL1	CD8+ naive T-cells	xcell	NA
NDUFA1	CD8+ naive T-cells	xcell	NA
NDUFA4	CD8+ naive T-cells	xcell	NA
NDUFS5	CD8+ naive T-cells	xcell	NA
NKTR	CD8+ naive T-cells	xcell	NA
OMG	CD8+ naive T-cells	xcell	NA
PSG11	CD8+ naive T-cells	xcell	NA
SKI	CD8+ naive T-cells	xcell	NA
SON	CD8+ naive T-cells	xcell	NA
TPP2	CD8+ naive T-cells	xcell	NA
SHFM1	CD8+ naive T-cells	xcell	NA
HIST1H3A	CD8+ naive T-cells	xcell	NA
HIST1H4F	CD8+ naive T-cells	xcell	NA
RNMT	CD8+ naive T-cells	xcell	NA
BUD31	CD8+ naive T-cells	xcell	NA
GPR52	CD8+ naive T-cells	xcell	NA
ZNHIT3	CD8+ naive T-cells	xcell	NA
RNF7	CD8+ naive T-cells	xcell	NA
JOSD1	CD8+ naive T-cells	xcell	NA
SLC17A4	CD8+ naive T-cells	xcell	NA
BCAS2	CD8+ naive T-cells	xcell	NA
RPP38	CD8+ naive T-cells	xcell	NA
CGRRF1	CD8+ naive T-cells	xcell	NA
RRH	CD8+ naive T-cells	xcell	NA
SMR3B	CD8+ naive T-cells	xcell	NA
JMJD6	CD8+ naive T-cells	xcell	NA
RRP8	CD8+ naive T-cells	xcell	NA
CA14	CD8+ naive T-cells	xcell	NA
NGDN	CD8+ naive T-cells	xcell	NA
C19orf53	CD8+ naive T-cells	xcell	NA
SETD2	CD8+ naive T-cells	xcell	NA
IL21R	CD8+ naive T-cells	xcell	NA
MED31	CD8+ naive T-cells	xcell	NA
SS18L2	CD8+ naive T-cells	xcell	NA
LUZP4	CD8+ naive T-cells	xcell	NA
CDK5RAP1	CD8+ naive T-cells	xcell	NA
FXYD7	CD8+ naive T-cells	xcell	NA
GDAP2	CD8+ naive T-cells	xcell	NA
CCDC87	CD8+ naive T-cells	xcell	NA
CWF19L1	CD8+ naive T-cells	xcell	NA
DDX24	CD8+ naive T-cells	xcell	NA
USP36	CD8+ naive T-cells	xcell	NA
PCIF1	CD8+ naive T-cells	xcell	NA
MS4A5	CD8+ naive T-cells	xcell	NA
HAUS3	CD8+ naive T-cells	xcell	NA
LIN28A	CD8+ naive T-cells	xcell	NA
BTNL8	CD8+ naive T-cells	xcell	NA
SLC35E1	CD8+ naive T-cells	xcell	NA
MOGAT2	CD8+ naive T-cells	xcell	NA
TNKS2	CD8+ naive T-cells	xcell	NA
KIAA1109	CD8+ naive T-cells	xcell	NA
GJB4	CD8+ naive T-cells	xcell	NA
HIGD2A	CD8+ naive T-cells	xcell	NA
KRT1	CD8+ naive T-cells	xcell	NA
RFX2	CD8+ naive T-cells	xcell	NA
CILP	CD8+ naive T-cells	xcell	NA
CD8A	CD8+ T-cells	xcell	T cell CD8+
CD8B	CD8+ T-cells	xcell	T cell CD8+
CD27	CD8+ T-cells	xcell	T cell CD8+
CCR7	CD8+ T-cells	xcell	T cell CD8+
DSC1	CD8+ T-cells	xcell	T cell CD8+
PRMT2	CD8+ T-cells	xcell	T cell CD8+
IL16	CD8+ T-cells	xcell	T cell CD8+
MMP19	CD8+ T-cells	xcell	T cell CD8+
NFKB1	CD8+ T-cells	xcell	T cell CD8+
NPAT	CD8+ T-cells	xcell	T cell CD8+
PCNT	CD8+ T-cells	xcell	T cell CD8+
PFN2	CD8+ T-cells	xcell	T cell CD8+
PURA	CD8+ T-cells	xcell	T cell CD8+
RING1	CD8+ T-cells	xcell	T cell CD8+
MTRF1	CD8+ T-cells	xcell	T cell CD8+
TSPAN32	CD8+ T-cells	xcell	T cell CD8+
CD96	CD8+ T-cells	xcell	T cell CD8+
CEPT1	CD8+ T-cells	xcell	T cell CD8+
MSL3	CD8+ T-cells	xcell	T cell CD8+
DIDO1	CD8+ T-cells	xcell	T cell CD8+
AAK1	CD8+ T-cells	xcell	T cell CD8+
RBM34	CD8+ T-cells	xcell	T cell CD8+
CLUAP1	CD8+ T-cells	xcell	T cell CD8+
CBY1	CD8+ T-cells	xcell	T cell CD8+
POP5	CD8+ T-cells	xcell	T cell CD8+
RAPGEF6	CD8+ T-cells	xcell	T cell CD8+
YLPM1	CD8+ T-cells	xcell	T cell CD8+
CRTAM	CD8+ T-cells	xcell	T cell CD8+
CIAPIN1	CD8+ T-cells	xcell	T cell CD8+
TRAF3IP3	CD8+ T-cells	xcell	T cell CD8+
CA6	CD8+ T-cells	xcell	T cell CD8+
CD7	CD8+ T-cells	xcell	T cell CD8+
CTSW	CD8+ T-cells	xcell	T cell CD8+
FKTN	CD8+ T-cells	xcell	T cell CD8+
NDUFS2	CD8+ T-cells	xcell	T cell CD8+
S100B	CD8+ T-cells	xcell	T cell CD8+
ZNF200	CD8+ T-cells	xcell	T cell CD8+
MYOM1	CD8+ T-cells	xcell	T cell CD8+
SDCCAG3	CD8+ T-cells	xcell	T cell CD8+
BTN2A1	CD8+ T-cells	xcell	T cell CD8+
COG2	CD8+ T-cells	xcell	T cell CD8+
UTP20	CD8+ T-cells	xcell	T cell CD8+
UBQLN2	CD8+ T-cells	xcell	T cell CD8+
DPP8	CD8+ T-cells	xcell	T cell CD8+
CCDC25	CD8+ T-cells	xcell	T cell CD8+
POLR3E	CD8+ T-cells	xcell	T cell CD8+
NKRF	CD8+ T-cells	xcell	T cell CD8+
PLXDC1	CD8+ T-cells	xcell	T cell CD8+
GGNBP2	CD8+ T-cells	xcell	T cell CD8+
WDR82	CD8+ T-cells	xcell	T cell CD8+
NDFIP1	CD8+ T-cells	xcell	T cell CD8+
TMEM41B	CD8+ T-cells	xcell	T cell CD8+
ARHGEF1	CD8+ T-cells	xcell	T cell CD8+
NAA16	CD8+ T-cells	xcell	T cell CD8+
CASP8	CD8+ T-cells	xcell	T cell CD8+
GZMK	CD8+ T-cells	xcell	T cell CD8+
PTGDR	CD8+ T-cells	xcell	T cell CD8+
SLC1A7	CD8+ T-cells	xcell	T cell CD8+
KLRG1	CD8+ T-cells	xcell	T cell CD8+
NPRL2	CD8+ T-cells	xcell	T cell CD8+
GIMAP4	CD8+ T-cells	xcell	T cell CD8+
ZNF611	CD8+ T-cells	xcell	T cell CD8+
APBB1	CD8+ T-cells	xcell	T cell CD8+
DHX15	CD8+ T-cells	xcell	T cell CD8+
GZMM	CD8+ T-cells	xcell	T cell CD8+
HNRNPL	CD8+ T-cells	xcell	T cell CD8+
KRT2	CD8+ T-cells	xcell	T cell CD8+
LY9	CD8+ T-cells	xcell	T cell CD8+
PLCG1	CD8+ T-cells	xcell	T cell CD8+
PRL	CD8+ T-cells	xcell	T cell CD8+
PSD	CD8+ T-cells	xcell	T cell CD8+
RASA2	CD8+ T-cells	xcell	T cell CD8+
RBL2	CD8+ T-cells	xcell	T cell CD8+
RPL37A	CD8+ T-cells	xcell	T cell CD8+
SFPQ	CD8+ T-cells	xcell	T cell CD8+
SSTR3	CD8+ T-cells	xcell	T cell CD8+
TTN	CD8+ T-cells	xcell	T cell CD8+
ZNF154	CD8+ T-cells	xcell	T cell CD8+
PRPF4B	CD8+ T-cells	xcell	T cell CD8+
MED17	CD8+ T-cells	xcell	T cell CD8+
HNRNPA0	CD8+ T-cells	xcell	T cell CD8+
FNBP4	CD8+ T-cells	xcell	T cell CD8+
LSM14A	CD8+ T-cells	xcell	T cell CD8+
KLHL3	CD8+ T-cells	xcell	T cell CD8+
ZBTB11	CD8+ T-cells	xcell	T cell CD8+
SHANK1	CD8+ T-cells	xcell	T cell CD8+
ZNF639	CD8+ T-cells	xcell	T cell CD8+
USP47	CD8+ T-cells	xcell	T cell CD8+
ZC3HAV1	CD8+ T-cells	xcell	T cell CD8+
GJC2	CD8+ T-cells	xcell	T cell CD8+
IRF3	CD8+ T-cells	xcell	T cell CD8+
TBCC	CD8+ T-cells	xcell	T cell CD8+
SDAD1	CD8+ T-cells	xcell	T cell CD8+
FTO	CD8+ T-cells	xcell	T cell CD8+
CD3D	CD8+ T-cells	xcell	T cell CD8+
RNF113A	CD8+ T-cells	xcell	T cell CD8+
CD160	CD8+ T-cells	xcell	T cell CD8+
COPZ1	CD8+ T-cells	xcell	T cell CD8+
MKRN2	CD8+ T-cells	xcell	T cell CD8+
UBE2Q1	CD8+ T-cells	xcell	T cell CD8+
C7orf26	CD8+ T-cells	xcell	T cell CD8+
EML3	CD8+ T-cells	xcell	T cell CD8+
CX3CR1	CD8+ T-cells	xcell	T cell CD8+
EEF1D	CD8+ T-cells	xcell	T cell CD8+
GZMH	CD8+ T-cells	xcell	T cell CD8+
DNAJB1	CD8+ T-cells	xcell	T cell CD8+
KLRB1	CD8+ T-cells	xcell	T cell CD8+
LAIR2	CD8+ T-cells	xcell	T cell CD8+
PTPN4	CD8+ T-cells	xcell	T cell CD8+
FBXW4	CD8+ T-cells	xcell	T cell CD8+
RWDD3	CD8+ T-cells	xcell	T cell CD8+
IPCEF1	CD8+ T-cells	xcell	T cell CD8+
TOMM7	CD8+ T-cells	xcell	T cell CD8+
SIRPG	CD8+ T-cells	xcell	T cell CD8+
FAM134C	CD8+ T-cells	xcell	T cell CD8+
CCDC53	CD8+ T-cells	xcell	T cell CD8+
CASP8	CD8+ Tcm	xcell	NA
CD27	CD8+ Tcm	xcell	NA
TNFSF8	CD8+ Tcm	xcell	NA
GZMK	CD8+ Tcm	xcell	NA
NCK1	CD8+ Tcm	xcell	NA
GPR171	CD8+ Tcm	xcell	NA
CRTAM	CD8+ Tcm	xcell	NA
PARP11	CD8+ Tcm	xcell	NA
TMEM30B	CD8+ Tcm	xcell	NA
ADCYAP1R1	CD8+ Tcm	xcell	NA
ABCD2	CD8+ Tcm	xcell	NA
ALK	CD8+ Tcm	xcell	NA
CD8A	CD8+ Tcm	xcell	NA
CD8B	CD8+ Tcm	xcell	NA
CD28	CD8+ Tcm	xcell	NA
CD48	CD8+ Tcm	xcell	NA
ESR2	CD8+ Tcm	xcell	NA
CXCR3	CD8+ Tcm	xcell	NA
LAG3	CD8+ Tcm	xcell	NA
SH2D1A	CD8+ Tcm	xcell	NA
MMP11	CD8+ Tcm	xcell	NA
SLC6A7	CD8+ Tcm	xcell	NA
SYN2	CD8+ Tcm	xcell	NA
TPP2	CD8+ Tcm	xcell	NA
DUSP11	CD8+ Tcm	xcell	NA
HELZ	CD8+ Tcm	xcell	NA
CD96	CD8+ Tcm	xcell	NA
ZMYND11	CD8+ Tcm	xcell	NA
SEC24A	CD8+ Tcm	xcell	NA
ZC3H13	CD8+ Tcm	xcell	NA
LEPROTL1	CD8+ Tcm	xcell	NA
ADAT1	CD8+ Tcm	xcell	NA
CHST5	CD8+ Tcm	xcell	NA
SIT1	CD8+ Tcm	xcell	NA
HAO2	CD8+ Tcm	xcell	NA
GIMAP4	CD8+ Tcm	xcell	NA
PCDHA10	CD8+ Tcm	xcell	NA
SMAP1	CD8+ Tcm	xcell	NA
VPS33A	CD8+ Tcm	xcell	NA
GIMAP6	CD8+ Tcm	xcell	NA
DNAJB1	CD8+ Tcm	xcell	NA
RASA2	CD8+ Tcm	xcell	NA
RGS1	CD8+ Tcm	xcell	NA
DYNLT1	CD8+ Tcm	xcell	NA
CDC14A	CD8+ Tcm	xcell	NA
CGRRF1	CD8+ Tcm	xcell	NA
DCTN6	CD8+ Tcm	xcell	NA
PPWD1	CD8+ Tcm	xcell	NA
USP36	CD8+ Tcm	xcell	NA
HAUS3	CD8+ Tcm	xcell	NA
NAA16	CD8+ Tcm	xcell	NA
CTSW	CD8+ Tcm	xcell	NA
IL2RB	CD8+ Tcm	xcell	NA
BMPR1A	CD8+ Tcm	xcell	NA
C21orf2	CD8+ Tcm	xcell	NA
CD3E	CD8+ Tcm	xcell	NA
GZMH	CD8+ Tcm	xcell	NA
GZMA	CD8+ Tcm	xcell	NA
INPP4A	CD8+ Tcm	xcell	NA
KIF2A	CD8+ Tcm	xcell	NA
KLRD1	CD8+ Tcm	xcell	NA
KRT1	CD8+ Tcm	xcell	NA
PTPN4	CD8+ Tcm	xcell	NA
RPS6KB1	CD8+ Tcm	xcell	NA
ATXN7	CD8+ Tcm	xcell	NA
ZAP70	CD8+ Tcm	xcell	NA
TRADD	CD8+ Tcm	xcell	NA
LRIG2	CD8+ Tcm	xcell	NA
MED6	CD8+ Tcm	xcell	NA
KLRG1	CD8+ Tcm	xcell	NA
ZBTB1	CD8+ Tcm	xcell	NA
TNRC6B	CD8+ Tcm	xcell	NA
ATF7IP	CD8+ Tcm	xcell	NA
CYP20A1	CD8+ Tcm	xcell	NA
TNKS2	CD8+ Tcm	xcell	NA
ISCA1	CD8+ Tcm	xcell	NA
SFXN1	CD8+ Tcm	xcell	NA
CD7	CD8+ Tcm	xcell	NA
PDCD1	CD8+ Tcm	xcell	NA
PTPRCAP	CD8+ Tcm	xcell	NA
S100B	CD8+ Tcm	xcell	NA
XCL1	CD8+ Tcm	xcell	NA
SGCD	CD8+ Tcm	xcell	NA
TBCC	CD8+ Tcm	xcell	NA
HIST1H4F	CD8+ Tcm	xcell	NA
STUB1	CD8+ Tcm	xcell	NA
HMGN4	CD8+ Tcm	xcell	NA
